,DENOMINAZIONE,ID,INDIRIZZO,COMUNE,PROVINCIA,COMUNITA DI VALLE,NAZIONE,SITO INTERNET,LATITUDINE,LONGITUDINE,ALTITUDINE,CATEGORIA 1,CATEGORIA 2,CODICE ACCESSIBILITA' 1,CODICE ACCESSIBILITA' 2,CODICE ACCESSIBILITA' 3,CODICE ACCESSIBILITA' 4,CODICE ACCESSIBILITA' 5,CODICE ACCESSIBILITA' 6,CODICE ACCESSIBILITA' 7,CODICE ACCESSIBILITA' 8,CODICE ACCESSIBILITA' 9,CODICE ACCESSIBILITA' 10,CODICE ACCESSIBILITA' 11,CODICE ACCESSIBILITA' 12,CODICE ACCESSIBILITA' 13,CODICE ACCESSIBILITA' 14,CODICE ACCESSIBILITA' 15,CODICE ACCESSIBILITA' 16,CODICE ACCESSIBILITA' 17,CODICE ACCESSIBILITA' 18,DATA ULTIMA MODIFICA,DATA RILEVAZIONE
257,CASSA RURALE DI TRENTO,1319,"PIAZZA OVENO, 13 FRAZ. SOPRAMONTE",Trento,TN,Territorio Val D'adige,Italia,www.cassaruraleditrento.it,46.070709,11.058723,0.0,Bancomat,Banca,AE-3abde,AE-2b,AE-2a,AE-2d,AE-3cf,AE-4h,,,,,,,,,,,,,2013-12-09 10:31:19.327,2013-12-04
258,CASSA RURALE DI TRENTO,1323,STRADA DI VASON LOCALITA' VASON,Trento,TN,Territorio Val D'adige,Italia,http://www.cassaruraleditrento.it,46.03893,11.05684,0.0,Bancomat,,AE-4h,,,,,,,,,,,,,,,,,,2013-12-09 10:34:34.024,2013-12-04
259,CASSA RURALE DI TRENTO,173,VIA S. CROCE,Trento,TN,Territorio Val D'adige,Italia,,46.06476,11.12324,195.0,Bancomat,,AE-4h,AE-1abc,,,,,,,,,,,,,,,,,2010-12-21 09:59:31,2010-02-02
260,CASSA RURALE DI TRENTO,206,LARGO MEDAGLIE D'ORO,Trento,TN,Territorio Val D'adige,Italia,,46.0577265,11.1327659,180.0,Bancomat,,AI-5eb,AE-4h,AE-1abc,AE-2fa,AE-2f,AE-2c,,,,,,,,,,,,,2011-03-11 12:04:50,2010-04-13
261,CASSA RURALE DI TRENTO,233,"VIA DEGASPERI, 6",Trento,TN,Territorio Val D'adige,Italia,,46.0494448,11.1227919,190.0,Bancomat,,AE-4h,AE-1abc,,,,,,,,,,,,,,,,,2010-12-21 10:04:38,2010-04-29
262,CASSA RURALE DI TRENTO,254,VIA GIOVANELLI 11,Trento,TN,Territorio Val D'adige,Italia,,46.0655235,11.1318642,190.0,Bancomat,,AE-4h,AE-1abc,AE-2c,,,,,,,,,,,,,,,,2010-12-21 09:55:02,2010-04-27
263,CASSA RURALE DI TRENTO,325,"VIA GANDHI, 10",Trento,TN,Territorio Val D'adige,Italia,,46.0514496,11.1240989,180.0,Bancomat,,AE-4h,AE-1abc,AE-2c,,,,,,,,,,,,,,,,2010-12-21 10:09:22,2010-05-17
264,CASSA RURALE DI TRENTO,388,"Piazza Ezio Mosna, 19",Trento,TN,Territorio Val D'adige,Italia,,46.067082,11.115096,200.0,Bancomat,,AE-4h,AE-1abc,,,,,,,,,,,,,,,,,2010-12-21 10:21:27,2010-04-21
265,CASSA RURALE DI TRENTO,65,"VIA MANCI, 85",Trento,TN,Territorio Val D'adige,Italia,,46.07005,11.12419,222.0,Bancomat,,AE-4h,AE-1abc,,,,,,,,,,,,,,,,,2010-12-21 09:55:46,2009-10-30
266,CASSA RURALE DI TRENTO,79,"VIA BELENZANI, 4",Trento,TN,Territorio Val D'adige,Italia,,46.06956,11.1211,190.0,Bancomat,,AE-4h,AE-1abc,,,,,,,,,,,,,,,,,2010-12-21 09:58:00,2009-11-26
267,CASSA RURALE PINETANA FORNACE E SEREGNANO,196,"VIA PIAVE, 20",Trento,TN,Territorio Val D'adige,Italia,,46.06221,11.12468,218.0,Bancomat,,AE-4h,AE-1abc,,,,,,,,,,,,,,,,,2010-12-21 10:22:07,2010-03-03
268,CASTELLO DEL BUONCONSIGLIO,137,"VIA BERNARDO CLESIO, 5",Trento,TN,Territorio Val D'adige,Italia,www.buonconsiglio.it,46.07181,11.12611,204.0,Edifici Storici,,AI-6d,AI-5fb,AI-5fa,AE-3abde,AI-6o,AI-6p,AI-6i,AE-2d,AE-1abc,AI-5f,AI-6fg,AE-3cf,AI-6e,AI-6l,,,,,2018-05-24 14:57:53.191,2018-03-05
269,CATTEDRALE DI SAN VIGILIO - DUOMO,114,PIAZZA DUOMO,Trento,TN,Territorio Val D'adige,Italia,,46.067412,11.121297,260.0,Edifici di Culto,,AE-3cf,AE-1abc,AE-2d,AE-3abde,,,,,,,,,,,,,,,2017-11-15 16:46:46.471,2013-01-16
270,CENTRO ALLOGGI A.T.S.M.,578,"VIA SUFFRAGIO, 53",Trento,TN,Territorio Val D'adige,Italia,www.atsm-cfm.org,46.071042,11.124637,200.0,Strutture Residenziali,,AI-5fb,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6fg,AI-6d,AI-5fa,AE-1abc,AI-6i,AI-5f,AE-2a,AI-6e,AI-6p,,,,,2013-01-07 14:04:17.325,2013-01-04
271,CENTRO ANTIVIOLENZA,334,"VIA DOGANA, 1",Trento,TN,Territorio Val D'adige,Italia,www.centroantiviolenzatn.it,46.0734942,11.1209013,180.0,Associazioni,,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AE-1abc,AE-2c,AE-2a,,,,,,,,,,,2010-06-16 13:18:38,2010-05-14
272,CENTRO BERNARDO CLESIO,634,"VIA BARBACOVI, 4",Trento,TN,Territorio Val D'adige,Italia,,46.0654969,11.1258503,200.0,Centri e sale culturali,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6i,AI-6fg,AI-6bc,AI-6ad,AE-1abc,AE-2c,AE-2a,,,,,,,2013-01-15 10:26:08.918,2013-01-14
273,CENTRO CONGRESSI PANORAMA,531,"STRADA DELLA FUNIVIA, 66",Trento,TN,Territorio Val D'adige,Italia,www.operauni.tn.it,46.0660794,11.099928,420.0,Centri e sale culturali,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-2d,,,,,,2011-04-07 15:17:00,2010-07-26
274,CENTRO DI DOCUMENTAZIONE EUROPEA - PAT,513,"VIA ROMAGNOSI,"" 9 - C/O CENTRO EUROPA",Trento,TN,Territorio Val D'adige,Italia,www.cde.provincia.tn.it,46.0732112,11.1218254,200.0,Uffici Pubblici,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,,,,,,,,,,2011-04-06 15:25:58,2010-07-23
275,CENTRO DI RICERCA E TUTELA DEI CONSUMATORI E DEGLI UTENTI,223,"VIA PETRARCA, 32",Trento,TN,Territorio Val D'adige,Italia,www.centroconsumatori.tn.it,46.072167,11.1234695,200.0,Uffici Pubblici,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2010-04-19 03:56:10,2010-03-09
276,CENTRO GOMMA,429,"PIAZZA MOSTRA, 27",Trento,TN,Territorio Val D'adige,Italia,,46.0716641,11.125949,200.0,Riparazione Autovetture,,AE-3cf,,,,,,,,,,,,,,,,,,2010-12-22 10:20:39,2010-08-23
277,CENTRO ORTOPEDICO TRENTINO,343,"VIA MILANO, 41",Trento,TN,Territorio Val D'adige,Italia,,46.0625822,11.1302147,180.0,Ortopedie e Sanitarie,,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,,2010-06-17 13:25:42,2010-05-25
278,CENTRO PER L'IMPIEGO,706,"VIA MACCANI, 80",Trento,TN,Territorio Val D'adige,Italia,www.agenziadellavoro.tn.it,46.0841476,11.115201,200.0,Uffici Pubblici,,AI-6d,AE-3cf,AE-3abde,AI-6fg,AE-1abc,AE-2a,AI-6r,,,,,,,,,,,,2013-01-15 19:45:40.682,2010-08-06
279,CENTRO PER LA FORMAZIONE ALLA SOLIDARIETA' INTERNAZIONALE - EX CONVENTO AGOSTINIANI,645,"VIA SAN MARCO, 1",Trento,TN,Territorio Val D'adige,Italia,www.tcic.eu,46.0697855,11.1255673,200.0,Uffici Pubblici,Centri e sale culturali,AE-3cf,AE-1abc,AE-2a,AI-6fg,AI-6bc,AI-6r,AI-6p,AI-6d,AI-6ad,AE-3abde,,,,,,,,,2017-05-04 11:53:57.595,2013-01-25
280,CENTRO RISORSE INTEGRAZIONE AREA BISOGNI EDUCATIVI SPECIALI,624,"VIA TOMMASO GAR, 10",Trento,TN,Territorio Val D'adige,Italia,www.vivoscuola.it,46.0687101,11.1168629,200.0,Uffici Pubblici,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2a,,,,,,,,2011-04-12 14:32:45,2010-08-09
281,CENTRO SERVIZI CGIL DEL TRENTINO,655,"VIA GIUSTI, 49",Trento,TN,Territorio Val D'adige,Italia,www.cgil.tn.it,46.0585815,11.1186475,200.0,Uffici Pubblici,,AE-3cf,AE-3abde,AE-1abc,AE-2d,AE-2a,,,,,,,,,,,,,,2011-05-23 08:19:28,2010-07-01
282,CENTRO SERVIZIO ANZIANI,62,"VIA BELENZANI, 49",Trento,TN,Territorio Val D'adige,Italia,,46.067981,11.121538,214.0,Centri Sociali,,AI-6d,AI-5d,AE-3cf,AE-3abde,AI-6p,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AI-6r,,,,,,2013-01-17 11:23:37.067,2013-01-15
283,CENTRO SPORTIVO A.T.A. BATTISTI,354,"VIA FERSINA, 21 LOC. GHIAIE",Trento,TN,Territorio Val D'adige,Italia,www.tennis.atatrento.it,46.045539,11.121093,190.0,Impianti Sportivi,,AI-6d,AE-3cf,AE-3abde,AI-6l,AI-6fg,AI-6e,AE-2d,,,,,,,,,,,,2013-01-11 09:07:17.256,2010-05-05
284,CENTRO SPORTIVO ITALIANO,353,"VIA TOMMASO GAR, 8",Trento,TN,Territorio Val D'adige,Italia,,46.0691212,11.1169756,200.0,Uffici Pubblici,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2014-03-25 15:23:09.501,2010-05-05
285,CENTRO SPORTIVO UNIVERSITA' MATTARELLO,1326,VIA DELLE REGOLE,Trento,TN,Territorio Val D'adige,Italia,www.unisport.tn.it,46.008867,11.134192,0.0,Impianti Sportivi,,AI-6r,AI-6i,AE-3abde,AI-6l,AI-6fg,AI-6e,AE-3cf,AI-6d,,,,,,,,,,,2017-11-15 16:49:29.785,2014-01-20
286,CENTRO VOLO A VELA CUS,1328,"VIA LIDORNO, 3",Trento,TN,Territorio Val D'adige,Italia,www.voloavela.tn.it,46.017767277216855,11.126183867454529,0.0,Impianti Sportivi,,AI-6r,AI-6bc,AI-6fg,AI-5b,AI-6d,AI-6ad,,,,,,,,,,,,,2017-11-15 16:51:30.815,2014-02-18
287,CHE BANCA - GRUPPO MEDIOBANCA,186,"VIA PERINI, 175",Trento,TN,Territorio Val D'adige,Italia,www.chebanca.it,46.06078,11.1241,222.0,Bancomat,,AE-3cf,AE-3abde,AE-4h,AE-1abc,AE-2d,,,,,,,,,,,,,,2013-01-07 15:43:07.468,2010-02-09
288,CHIESA CRISTO RE,263,PIAZZA DEL CONCILIO,Trento,TN,Territorio Val D'adige,Italia,,46.0772637,11.1174907,180.0,Edifici di Culto,,AI-5b,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,2011-03-21 09:59:51,2010-04-22
289,CHIESA DEL SACRO CUORE,587,"VIALE VERONA, 143",Trento,TN,Territorio Val D'adige,Italia,,46.0533334,11.1297435,200.0,Edifici di Culto,,AI-5c,AE-3cf,AE-3abde,,,,,,,,,,,,,,,,2011-04-08 14:15:25,2010-05-17
290,CHIESA DELL'ANNUNZIATA,63,"VIA BELENZANI, 55",Trento,TN,Territorio Val D'adige,Italia,,46.067877,11.121613,214.0,Edifici di Culto,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2013-01-17 12:04:41.103,2013-01-16
291,CHIESA DI SAN CARLO BORROMEO,319,"VIA M. GANDHI, 7",Trento,TN,Territorio Val D'adige,Italia,,46.0667123,11.1190591,180.0,Edifici di Culto,,AI-5b,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,2011-03-21 15:01:58,2010-05-17
292,CHIESA DI SAN FRANCESCO SAVERIO,135,"VIA ROMA, 57",Trento,TN,Territorio Val D'adige,Italia,,46.06961,11.12096,241.0,Edifici di Culto,,AE-3cf,AE-1abc,AE-3abde,,,,,,,,,,,,,,,,2014-01-28 16:51:00.509,2013-01-23
293,CHIESA DI SAN GIUSEPPE,316,"VIA VITTORIO VENETO, 18",Trento,TN,Territorio Val D'adige,Italia,,46.0578373,11.1196797,180.0,Edifici di Culto,,AI-5b,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,2011-03-21 10:09:33,2010-05-17
294,CHIESA DI SAN MARCO,98,"VICOLO SAN MARCO, 3",Trento,TN,Territorio Val D'adige,Italia,,46.06998,11.12537,156.0,Edifici di Culto,,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2013-01-28 10:02:36.421,2013-01-25
295,CHIESA DI SAN MARTINO,108,"VIA BRENNERO, 22",Trento,TN,Territorio Val D'adige,Italia,,46.0762,11.12445,190.0,Edifici di Culto,,AI-5b,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,2017-11-15 16:39:03.694,2009-10-06
296,CHIESA DI SAN PIETRO,160,VIA SAN PIETRO,Trento,TN,Territorio Val D'adige,Italia,,46.069486,11.124551,216.0,Edifici di Culto,,AI-5b,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,2013-01-07 12:18:47.962,2013-01-04
297,CHIESA DI SAN PIO X,588,"VIA SAN PIO X, 34",Trento,TN,Territorio Val D'adige,Italia,,46.0528135,11.1208073,200.0,Edifici di Culto,,AI-5b,AE-3cf,AE-3abde,,,,,,,,,,,,,,,,2011-04-08 14:28:49,2010-05-17
298,CHIESA DI SANT'ANTONIO,318,"VIA BOLGHERA, 40",Trento,TN,Territorio Val D'adige,Italia,,46.0583969,11.1306109,180.0,Edifici di Culto,,AI-5b,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,2011-03-21 15:00:32,2010-05-17
299,CHIESA S. CHIARA,178,"VIA S. CROCE, 65",Trento,TN,Territorio Val D'adige,Italia,,46.0634,11.12323,103.0,Edifici di Culto,,AI-5b,AE-1abc,,,,,,,,,,,,,,,,,2010-05-13 08:50:32,2010-02-03
300,CHIESA SPOSALIZIO DI MARIA VERGINE - BERTONIANI,303,"VIA SAN BERNARDINO, 8",Trento,TN,Territorio Val D'adige,Italia,,46.0642915,11.1285536,180.0,Edifici di Culto,,AI-5b,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,,,2011-03-21 10:07:43,2010-05-14
301,CHIESA SS. SACRAMENTO,171,VIA S. CROCE,Trento,TN,Territorio Val D'adige,Italia,,46.06234,11.12381,221.0,Edifici di Culto,,AE-3cf,AE-3abde,AE-1abc,AE-2d,AE-2c,,,,,,,,,,,,,,2017-11-17 10:41:09.842,2010-02-02
302,CHIESA VASON,1320,STRADA DI VASON LOCALITA' VASON,Trento,TN,Territorio Val D'adige,Italia,,46.03907,11.057573,0.0,Edifici di Culto,,AE-3abde,AE-3cf,,,,,,,,,,,,,,,,,2017-11-17 10:42:09.134,2013-12-04
303,CIGL DEL TRENTINO,662,"VIA DEI MUREDEI, 8",Trento,TN,Territorio Val D'adige,Italia,www.cigl.tn.it,46.0568666,11.1181927,200.0,Uffici Pubblici,,AI-6d,AI-5c,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,,,,,,,,,2011-05-23 09:18:34,2010-07-13
304,CIMA PNEUMATICI,565,"VIA PETRARCA, 1/A",Trento,TN,Territorio Val D'adige,Italia,,46.0724524,11.1237509,200.0,Riparazione Autovetture,,,,,,,,,,,,,,,,,,,,2011-04-08 09:16:19,2010-07-07
305,CINEMA ASTRA,121,"CORSO BUONAROTTI, 16",Trento,TN,Territorio Val D'adige,Italia,www.cineworld.info,46.0756123,11.1191714,0.0,Cinema,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-3abde,,,,,,,,2018-07-11 15:41:30.145,2016-11-02
306,CINEMA MULTISALA MODENA,124,"VIA S. FRANCESCO D'ASSISI, 8/A",Trento,TN,Territorio Val D'adige,Italia,www.cineworldtrento.it,46.066963,11.12624,230.0,Cinema,,AI-6d,AE-3cf,AI-6l,AI-6r,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-3abde,AE-2d,AI-6p,,,,,,,,2017-05-04 10:37:48.764,2016-05-03
307,CINEMA NUOVO ROMA,122,"CORSO TRE NOVEMBRE, 35",Trento,TN,Territorio Val D'adige,Italia,www.cineworld.info,46.0614124,11.1247703,250.0,Cinema,,AI-6d,AE-3cf,AE-3abde,AI-6i,AI-6e,AE-1abc,AI-6l,AI-6fg,,,,,,,,,,,2013-01-07 11:52:24.235,2009-12-10
308,CINEMA VITTORIA,123,"VIA MANCI,"" 54",Trento,TN,Territorio Val D'adige,Italia,www.cineworld.info,46.07001,11.12414,131.0,Cinema,,AI-6d,AI-5b,AE-3cf,AE-3abde,AI-6i,AI-6fg,AI-6e,AE-1abc,AI-6l,AI-6p,AE-2c,AI-6o,,,,,,,2015-05-11 11:06:22.792,2013-02-01
309,CINFORMI,619,"VIA ZAMBRA, 11",Trento,TN,Territorio Val D'adige,Italia,www.cinformi.it,46.091365,11.1172002,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AE-2d,AE-3abde,,,2017-11-17 10:43:10.746,2010-06-24
310,CIRCOSCRIZIONE MONTE BONDONE,1317,"VIA DI REVOLTA, 4 FRAZ. SOPRAMONTE",Trento,TN,Territorio Val D'adige,Italia,www.comune.trento.it,46.071896,11.059871,0.0,Uffici Pubblici,,AI-6fg,AI-5fa,AI-6r,AI-6bc,AE-2b,AE-1abc,AI-6i,AE-3abde,AI-5f,AE-2a,AE-3cf,AI-6d,AI-6ad,,,,,,2013-12-04 16:15:46.744,2013-12-04
311,COMANDO PROVINCIALE CARABINIERI DI TRENTO,357,"Via Barbacovi, 24",Trento,TN,Territorio Val D'adige,Italia,www.carabinieri.it,46.0648741,11.1282018,200.0,Carabinieri - Guardia di Finanza - Polizia - Polizia Municipale - Vigili del Fuoco,,AI-6d,AI-5fa,AI-5f,AE-3abde,AI-6l,AI-6i,AI-6e,AE-1abc,AE-2a,AI-6fg,,,,,,,,,2013-02-07 08:41:45.954,2013-02-01
312,COMMISSARIATO DEL GOVERNO PER LA PROVINCIA DI TRENTO,669,"VIA PIAVE, 1",Trento,TN,Territorio Val D'adige,Italia,www.prefettura.it/trento,46.0621724,11.1250495,200.0,Uffici Giudiziari,Uffici Pubblici,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,AE-2d,,,,2011-05-23 12:17:26,2010-07-13
313,COMPRENSORIO DELLA VALLE DELL'ADIGE,656,"VIA ZAMBRA, 11",Trento,TN,Territorio Val D'adige,Italia,www.comprensorioc5.tn.it,46.091365,11.1172002,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6fg,AI-6bc,AI-6ad,AE-1abc,AI-6p,AI-6r,,,,,,,2013-01-18 09:07:58.746,2010-06-24
314,CONFESERCENTI DEL TRENTINO,708,"VIA MACCANI, 207",Trento,TN,Territorio Val D'adige,Italia,www.confesercenti.it,46.093154,11.1062525,200.0,Uffici Pubblici,,AI-6d,AE-3abde,AI-6o,AI-6i,AI-6fg,AI-6ad,AE-2gb,AE-2ga,AE-2g,AI-6bc,AE-3cf,,,,,,,,2013-01-15 19:41:00.399,2010-08-06
315,CONSIGLIERA DI PARITA',786,"VIA JACOPO ACONCIO, 5",Trento,TN,Territorio Val D'adige,Italia,www.pariopportunita.provincia.tn.it,46.0746387,11.1221533,200.0,Uffici Pubblici,,AI-6d,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6bc,AI-6ad,AE-1abc,,,,,,,,2013-02-04 10:19:36.636,2010-08-11
316,CONSIGLIO REGIONALE - SALA DI RAPPRESENTANZA,638,"PIAZZA DANTE, 16",Trento,TN,Territorio Val D'adige,Italia,www.consiglio.regione.taa.it,46.072283,11.1207961,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6p,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AI-6bc,AI-6r,AI-6ad,,,,2017-05-05 10:02:51.207,2010-07-26
317,"CONSULTORIO DI TRENTO PER IL SINGOLO, LA COPPIA E LA FAMIGLIA",253,"VIA MALTA, 12",Trento,TN,Territorio Val D'adige,Italia,www.apss.tn.it,46.0620141,11.1277653,190.0,Ambulatori Medici,,AI-6d,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,AE-2a,,,,,,,2010-05-12 01:07:28,2010-04-27
318,COOPERATIVA ARIANNA,356,"Via S. Francesco D'Assisi, 10",Trento,TN,Territorio Val D'adige,Italia,www.arianna.coop,46.066536,11.1260075,200.0,Cooperative e Laboratori Sociali,,AI-6d,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,,,,,,,,,,2013-01-15 10:32:42.997,2013-01-14
319,"COOPERATIVA F.A.I. (FAMIGLIA, ANZIANI, INFANZIA)",782,"VIA GRAMSCI, 48/A - 50/A",Trento,TN,Territorio Val D'adige,Italia,www.faicoop.com,46.0533996,11.1257565,200.0,Cooperative e Laboratori Sociali,,AE-3cf,AE-3abde,AE-1abc,,,,,,,,,,,,,,,,2011-05-30 08:03:48,2010-07-13
320,COORDINAMENTO CIRCOLI PENSIONATI ED ANZIANI DELLA PROVINCIA DI TRENTO,1500,"VIA SIGHELE, 5",Trento,TN,Territorio Val D'adige,Italia,www.circolitn.altervista.org,46.060606,11.123717,200.0,Associazioni,,AE-2b,AE-1abc,AE-3abde,AE-2a,AI-5fa,AI-5fb,AI-5c,AI-5f,AE-3cf,,,,,,,,,,2019-06-25 12:22:14.104,2019-06-10
321,CORNER CAFFE' BAR BIANCO,21,"VIA SAN GIOVANNI, 34",Trento,TN,Territorio Val D'adige,Italia,,46.068995,11.119038,235.0,Bar,,AI-6d,AE-3cf,AE-3abde,AI-6l,AI-6i,AI-6fg,AI-6e,AI-6ad,AI-6bc,AE-1abc,AI-6r,,,,,,,,2013-06-27 10:21:15.696,2013-01-21
322,CREDEM,202,"VIA GAZZOLETTI, 35",Trento,TN,Territorio Val D'adige,Italia,,46.07184,11.1223,224.0,Bancomat,,AE-4h,AE-1abc,AE-2c,,,,,,,,,,,,,,,,2013-02-01 14:44:54.667,2010-02-24
323,CREDITO VALTELLINESE ,188,"VIA PERINI, 24 (AGENZIA 2)",Trento,TN,Territorio Val D'adige,Italia,,46.0601,11.12311,247.0,Bancomat,,AE-4h,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,2010-12-21 10:38:39,2010-02-09
324,CREDITO VALTELLINESE,45,"VIA DORDI, 5",Trento,TN,Territorio Val D'adige,Italia,,46.06725,11.12228,130.0,Bancomat,,AE-4h,AE-1abc,,,,,,,,,,,,,,,,,2010-12-21 10:37:45,2009-11-12
325,Centro Servizi Volontariato Trentino,410,"Piazzetta Leonardo da Vinci, 2",Trento,TN,Territorio Val D'adige,Italia,www.volontariatotrentino.it,46.069822,11.118041,200.0,Associazioni,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6fg,AE-1abc,AE-2d,AI-6r,AE-2a,,,,,,,,2013-01-21 13:58:58.308,2013-01-21
326,Centro Teatro Ragazzi ,283,"Viale degli Olmi, 26",Trento,TN,Territorio Val D'adige,Italia,,46.0499184,11.1328933,180.0,Teatri e Auditorium,,AI-6d,AI-5b,AE-3cf,AE-3abde,AI-6l,AI-6i,AI-6fg,AI-6e,AE-2d,AE-2c,,,,,,,,,2011-03-21 10:05:11,2010-05-17
327,Comando Provinciale Vigili del Fuoco,358,"Via Secondo da Trento, 2",Trento,TN,Territorio Val D'adige,Italia,www.vvftrento.it,46.0766559,11.1227336,200.0,Carabinieri - Guardia di Finanza - Polizia - Polizia Municipale - Vigili del Fuoco,,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AE-1abc,AE-2c,,,,,,,,,,,,2010-08-03 13:44:35,2010-06-30
328,DA GUIDO - OSTERIA CON CUCINA,737,PARCO SAN MARCO,Trento,TN,Territorio Val D'adige,Italia,www.osteriadaguido.com,46.070343,11.125889,200.0,Osterie / Trattorie,Ristoranti,AI-6d,AE-3cf,AE-3abde,AI-6fg,AE-1abc,AE-2c,AE-2a,AI-6p,AI-6r,,,,,,,,,,2013-01-31 10:30:39.694,2013-01-30
329,DEMATTÉ FRUTTA E VERDURA,583,"PIAZZA DUOMO, 38-39",Trento,TN,Territorio Val D'adige,Italia,,46.067685,11.120857,200.0,Frutta e Verdura,,AE-3cf,AE-3abde,AE-1abc,AE-2d,,,,,,,,,,,,,,,2013-01-17 12:50:56.965,2013-01-16
330,DIPARTIMENTO AFFARI RELAZIONI ISTITUZIONALI,639,"PIAZZA DANTE, 15",Trento,TN,Territorio Val D'adige,Italia,www.provincia.tn.it,46.072283,11.1207961,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6p,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,,,,,,2017-11-29 15:07:53.702,2010-06-30
331,DIPARTIMENTO AGRICOLTURA E ALIMENTAZIONE,683,"VIA TRENER, 3",Trento,TN,Territorio Val D'adige,Italia,wwww.provincia.tn.it,46.0948131,11.1152147,200.0,Uffici Pubblici,,AI-6d,AI-5fb,AI-5fa,AI-5f,AE-3cf,AE-3abde,AI-6o,AI-6l,AI-6i,AI-6fg,AI-6e,AE-1abc,AE-2d,,,,,,2011-05-23 14:35:31,2010-07-16
332,DIPARTIMENTO DI ECONOMIA E MANAGEMENT,120,"VIA INAMA, 1",Trento,TN,Territorio Val D'adige,Italia,www.unitn.it/economia,46.0664636,11.1174824,240.0,Scuole e universita,,AI-6d,AI-5fa,AI-5f,AE-3cf,AI-6l,AI-6fg,AI-6e,AE-1abc,AE-4h,AI-5fb,AI-6o,AE-3abde,AI-6bc,AI-6i,AI-6p,AI-6ad,,,2017-11-15 16:53:43.804,2016-05-03
333,DIPARTIMENTO DI LETTERE E FILOSOFIA,1056,"VIA TOMMASO GAR, 14",Trento,TN,Territorio Val D'adige,Italia,www.unitn.it/lettere,46.067363,11.117236,0.0,Scuole e universita,,AI-5fb,AI-6fg,AI-5fa,AE-1abc,AE-3abde,AI-6o,AI-6i,AI-5f,AI-6l,AI-6e,AE-3cf,AI-6d,AI-6p,,,,,,2014-05-20 09:26:45.761,2012-11-06
